who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
NBCUniversal,"Corporate Social Responsibility, Personnel","NBCUniversal announced that Sal Mendoza has been named Vice President of Diversity & Inclusion, reporting to Craig Robinson, Executive Vice President, Chief Diversity Officer. In this new position, Mendoza will be responsible for the development of long-term strategies in the areas of workforce, community investment and management of the NBCUniversal employee resource groups, with a focus on enhancing the company's diverse and inclusive environment. | Mendoza comes to NBCUniversal from Hyatt Hotels & Resorts, where he most recently served as VP, Global Diversity and Inclusion. In his fifteen years at Hyatt, he worked to integrate the company's diversity & inclusion strategies across recruitment, staffing, employee and labor relations, learning & development, procurement, employee network groups and communications. In addition, he was responsible for building and maintaining partnerships with national and international diverse organizations on behalf of Hyatt's global workforce of more than 80,000 employees. ""Sal's impact on Hyatt's culture is reflected in their many diversity and inclusion awards throughout his tenure""ù, said Robinson. ""We have one of the best teams in the business and Sal's addition will help us in achieving our goal to be the industry leader and employer of choice in the media and entertainment industries."" | ""At 14, I came to this country from Honduras"", said Mendoza. ""Not speaking the language and having to adapt to a new culture and environment was an incredibly formative experience that sparked my passion for diversity and inclusion. My career is grounded with experiences that began in my college years, working with the LULAC National Educational Service Centers, mentoring high school students in the Hispanic community to help them obtain a college education, recruiting and working with several multicultural programs at two universities, and, most recently, with Hyatt. As I begin this next chapter, I am thrilled to be joining NBCUniversal, a company that has long been a pioneer in creating content and platforms that give voice to an array of diverse perspectives.""ù | NBCUniversal Office of Diversity & Inclusion Names Sal Mendoza, Vice-President, Diversity & Inclusion  Tuesday, July 31, 2012 08:46:00 PM (GMT)",4,"64, 133, 123, 20","Diversity & Inclusion, Diversity and Inclusion, Chief Diversity Officer","H, 05XDJJ, CMCSA... - NBCUniversal Office of Diversity & Inclusion Names Sal Mendoza, Vice-President, Diversity & Inclusion - 31-Jul-12 - BW.pdf"
"Bisnar | Chase, LLP",Lawsuit,"The Bisnar | Chase Employment Attorneys represent people who have been the victims of employer abuse which includes wage and overtime claims, wrongful termination, sexual harassment, disability discrimination, work breaks, meal breaks, forced deduction from pay checks, expense reimbursement, travel expenses, uniform cost and upkeep reimbursement, breach of contract complaints and more. Bisnar | Chase has won thousands of cases for regular people against big business, insurance companies and governmental agencies. For more information, please visit http://www.BestAttorney.com.",3,"2, 50, 23",sexual harassment,"KO - Bisnar  Chase Files Motion for Class Certification against Coca-Cola for Meal-Period Violations and Unreimbursed Business Expenses, Motion H... - 12-Jun-12 - BW.pdf"
The Coca-Cola Company,"Product/Service, Photo/Multimedia, Event","Directed by Alma Har'el and created by Wieden + Kennedy Portland, ""The Wonder of Us""ù will air during the fourth quarter of Sunday's game. The ad celebrates Coca-Cola's values of optimism, diversity and inclusion ""ì principles that the brand has stood for since 1886 ""ì emphasizing that no matter how unique you are, there is a special, ice-cold Coca-Cola for you. The creative features a variety of scenes, Coca-Cola, and walks of life, illustrating there are many unique people and there is a Coke for everyone.",1,86,Diversity and Inclusion,KO - Coca-Cola Launches 'A Coke for Everyone' with Debut of New Ad Campaign During Big Game - 01-Feb-18 - BW.pdf
The Coca-Cola Company,Photo/Multimedia,"built on optimism, diversity and inclusion,""ù said Stuart Kronauge, President, Sparkling Business Unit and Senior Vice President of Marketing, Coca-Cola North America. ""We have a long history of using the country's biggest advertising stage to share a message of unity and positivity, especially at times when our nation feels divided. This year, we decided to place our ad just before the national anthem as Americans come together in their living rooms to remind everyone that ""òtogether is beautiful'.""ù | Wieden+Kennedy (Portland) is the ad agency behind the recent series of Big Game spots highlighting diversity and inclusion. ""A Coke is a Coke""ù was created by Wieden+Kennedy and animated by Psyop.",2,"78, 31",Diversity and Inclusion,KO - Coca-Cola to Debut New Ad Celebrating Unity as Americans Tune in for Big Game Kickoff in Atlanta - 24-Jan-19 - BW.pdf
,"Media Summaries, Sunday NYT Summary","Renowned crisis management guru Sir Alan Parker resigned as chairman of Save the Children UK this spring, a week after Britain's Charities Commission opened an investigation into his handling of a sexual harassment scandal. It was reported in March that Parker and the charity had mishandled sexual harassment and bullying complaints made a few years ago by female employees against two of the charity's top managers.",1,66,sexual harassment,KO - New York Times Sunday Edition Summary - 15-Jul-18 - SA.pdf
,,,0,0,,KO - The Coca-Cola Co.(KO-US) Schedules Sustainability Approach Presentation for 16-September-2019 800 AM ET - 03-Sep-19 - FCSTEV.pdf
The Coca-Cola Company,"Corporate Social Responsibility, Photo/Multimedia, Product/Service","""Women need more opportunities to participate fully and equally in the workforce. Countless studies point to the fact that companies with a higher share of women have improved results""îhigher levels of innovation, productivity and profit margins,""ù said Michelle Bachelet, UN Women Executive Director. ""UN Women supports women's economic empowerment as a key priority to advance gender equality and improve the lives of women around the world.""ù",1,66,gender equality,"KO, 0BDQR8 - ADDING MULTIMEDIA The Coca-Cola Company Expands 5by20 Women's Economic Empowerment Initiative - 26-Nov-12 - BW.pdf"
The Coca-Cola Foundation,Funding,"In addition, $4.5M will support economic development initiatives, water stewardship, and other diversity and",1,14,diversity,"KO, KO - Attentionnnnnnnn! Families, Communities and Veterans - Get Active! - 26-Jun-13 - BW.pdf"
The Coca-Cola Company,"Contract/Agreement, Corporate Social Responsibility","In addition to announcing this collaboration, Mr. Kent also signed a CEO Statement of Support for the Women's Empowerment Principles, developed by UN Women and the UN Global Compact, to bolster corporate leadership for gender equality in the workplace, marketplace and community. By signing the Statement, CEOs such as Mr. Kent demonstrate their commitment to leadership on gender equality and women's empowerment as a business imperative. | UN Women is the United Nations organization dedicated to gender equality and the empowerment of women. A global champion for women and girls, UN Women was established to accelerate progress on meeting their rights worldwide. UN Women supports United Nations Member States as they set global standards for achieving gender equality, and works with governments and civil society to design laws, policies, programmes and services needed to implement these standards. It stands behind women's equal participation in all aspects of life, focusing on five priority areas: increasing women's leadership and participation; ending violence against women; engaging women in all aspects of peace and security | processes; enhancing women's economic empowerment; and making gender equality central to national development planning and budgeting. UN Women also coordinates and promotes the United Nations system's work in advancing gender equality. For more information, visit www.unwomen.org.",3,"66, 104, 36",gender equality,"KO, KO - The Coca-Cola Company and United Nations Women Form Global Partnership to Accelerate Women's Economic Empowerment - 22-Sep-11 - BW.pdf"
,Company Announcement,"""Comcast is an industry-leader in communications and mass media. Upon the completion of the merger, the company will plant its stake in the ground as one of the world's most innovative and highly-regarded companies in the field,"" said USHCC President and CEO Javier Palomarez. ""The USHCC is pleased to endorse transactions that increase the quality of services for consumers, businesses and shareholders, while preserving the company's commitment to diversity and inclusion. As a member of Comcast's Diversity Advisory Council, I have first-hand experience of the firm's laudable business model, which places diversity and inclusion at the forefront of its hiring and procurement  practices. This exemplary leadership is necessary to assist the growth of America's minority-owned businesses. The USHCC is proud to call Comcast a great friend of our association, and ally of America's small business community.""   The merger will also increase Comcast's technological efficiencies, allowing individuals and businesses alike to experience greater internet speeds, enhanced video quality, and provide Comcast and Time Warner customers with more advanced products and services for business and entertainment than ever before.   ""The USHCC applauds Comcast's planned acquisition of Time Warner Cable. This is a win-win situation for American businesses, as this merger will result in a broader platform for Comcast to better offer valuable products like high-performance Ethernet and cloud-based management services ""ì all necessary resources for today's business owner, whose growth is increasingly dependent on technology and innovation,"" said USHCC Chairman of the Board Marc Rodriguez. ""Furthermore, this merger will also elevate Comcast's philanthropic works, allowing more consumers to have access to its much needed Internet Essentials program, which provides high-speed internet services to families in need at little to no cost. I trust that Comcast's next chapter will be one of continued, groundbreaking success, as the company leads our nation's consumers and businesses into a new era of innovative broadband technology and inclusive business practices that help move America's economy forward.""   About Comcast Corporation",1,322,Diversity and Inclusion,"TWC, CMCSA - USHCC Congratulates Comcast Corporation on Ground-Breaking Merger Agreement with Time Warner Cable - 13-Feb-14 - PMZ.pdf"
